input_seq_id;hit_num;accession_id;definition
13_plasma_Chelyabinsk;26;KR233364;HIV-1 isolate VLD167 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;27;KR233361;HIV-1 isolate VLD147 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;28;MW115510;HIV-1 isolate SUR046 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;29;HQ161925;HIV-1 isolate SML087 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;30;EU345843;HIV-1 isolate AdelB from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;31;EU345661;HIV-1 isolate IR49B from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;32;MH330349;HIV-1 isolate BLG033 from Russia, complete genome
13_plasma_Chelyabinsk;33;MG063795;HIV-1 isolate MARY1069/RU from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;34;MF124848;HIV-1 isolate SHL046 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;35;MF124827;HIV-1 isolate SHL009 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;36;KM247292;HIV-1 isolate RU_IRK_548_1999 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;37;OM856659;HIV-1 isolate Oryol.5776 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;38;HE657456;HIV-1 M:A Mn-12-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
13_plasma_Chelyabinsk;39;EU345880;HIV-1 isolate RUJA22 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;40;EU345760;HIV-1 isolate RU01057 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;41;EF589040;"HIV-1 isolate 02KZYUZ300413 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
13_plasma_Chelyabinsk;42;DQ823357;HIV-1 strain 01UADN139 from Ukraine, partial genome
13_plasma_Chelyabinsk;43;MK931897;HIV-1 isolate RU_ERS_1896_2009 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;44;MK931733;HIV-1 isolate RU_ERS_0884_2016 from Russia pol protein (pol) and gag protein (gag) genes, partial cds >gi|1824673939|gb|MK931980.1| HIV-1 isolate RU_ERS_2426_2016 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;45;MK029325;HIV-1 isolate 19341 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;46;MK029262;HIV-1 isolate 18912 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;47;MH667203;HIV-1 isolate MOW304889 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;48;OM856357;HIV-1 isolate Oryol.554 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;49;KF177162;HIV-1 isolate RU_KHB048 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;50;KC665943;HIV-1 isolate RU_KHB055 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;51;KC340436;HIV-1 isolate 500659 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;52;KC509783;HIV-1 isolate RU_IRK035 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;53;HF679252;HIV-1 M:A1 Mn-34A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
13_plasma_Chelyabinsk;54;KC254601;HIV-1 isolate BLG037 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;55;HQ412525;HIV-1 isolate KLG083 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;56;MK931860;HIV-1 isolate RU_ERS_1724_2008 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;57;MK931837;HIV-1 isolate RU_ERS_1612_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;58;MK931797;HIV-1 isolate RU_ERS_1136_2017 from Russia pol protein (pol) and gag protein (gag) genes, partial cds >gi|1824673984|gb|MK931995.1| HIV-1 isolate RU_ERS_2443_2017 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;59;MN116301;HIV-1 isolate 321-12.01.2017 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;60;MH494237;HIV-1 isolate Mn_70 from Belarus pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;61;KF374871;HIV-1 isolate 11RU11913 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;62;KC665922;HIV-1 isolate RU_KHB057 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;63;HQ161913;HIV-1 isolate VLD127 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;64;EU345891;HIV-1 isolate RUJA39 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;65;EU345766;HIV-1 isolate RU01064 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;66;MK029285;HIV-1 isolate 18975 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;67;MH667252;HIV-1 isolate MOW484 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;68;MH666651;HIV-1 isolate MOW185573 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;69;MH330356;HIV-1 isolate BLG051 from Russia, complete genome
13_plasma_Chelyabinsk;70;MH330353;HIV-1 isolate BLG043 from Russia, complete genome
13_plasma_Chelyabinsk;71;MG798954;HIV-1 isolate KYR_Bishkek51 from Kyrgyzstan pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;72;OK474387;HIV-1 isolate 1881D from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;73;KJ722076;HIV-1 isolate RU_NNG441 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;74;MT452329;HIV-1 isolate KG_ADR_605_2018 from Kyrgyzstan pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;75;MK931803;HIV-1 isolate RU_ERS_1458_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;76;MK931778;HIV-1 isolate RU_ERS_0966_2015 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;77;MK931561;HIV-1 isolate RU_ERS_0303_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;78;MK589645;HIV-1 isolate KRS6182 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;79;KJ722135;HIV-1 isolate RU_NNG596 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;80;MW484446;HIV-1 isolate BY_PDR_95 from Belarus pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;81;KF498462;HIV-1 isolate KZ_Pav2012_118 from Kazakhstan pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;82;JX141199;HIV-1 isolate Bash336/RU from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;83;MK589556;HIV-1 isolate KRS4967 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;84;OP330417;HIV-1 isolate RES_1212 from Belarus pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;85;EU345693;HIV-1 isolate IR83B from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;86;MK931821;HIV-1 isolate RU_ERS_1587_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;87;MH667080;HIV-1 isolate MOW273887 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;88;OP330415;HIV-1 isolate RES_1332 from Belarus pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;89;OM856397;HIV-1 isolate Oryol.1299 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;90;MK931812;HIV-1 isolate RU_ERS_1468_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;91;MH666775;HIV-1 isolate MOW209914 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;92;MH666549;HIV-1 isolate MOW142955 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;93;KR233352;HIV-1 isolate VLD114 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;94;MT369961;HIV-1 isolate RU_ERS_1042_2016 from Russia, complete genome
13_plasma_Chelyabinsk;95;MW054662;HIV-1 isolate 580-22.11.2019 from Russia pol protein (pol) gene, partial cds.
13_plasma_Chelyabinsk;96;KC254631;HIV-1 isolate IRK059 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;97;MH330362;HIV-1 isolate IRK029 from Russia, complete genome
13_plasma_Chelyabinsk;98;MK029171;HIV-1 isolate 16047 from Russia pol protein (pol) gene, partial cds
13_plasma_Chelyabinsk;99;MK931901;HIV-1 isolate RU_ERS_1900_2008 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
13_plasma_Chelyabinsk;100;MN133177;HIV-1 isolate 20131004619 from Italy pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;1;EF589040;"HIV-1 isolate 02KZYUZ300413 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;2;EF589041;"HIV-1 isolate 02KZYUZ300425 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;3;EF589039;"HIV-1 isolate 02KZPAV300497 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;4;JX290235;HIV-1 isolate 10RU72m from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;5;KF374871;HIV-1 isolate 11RU11913 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;6;KF374859;HIV-1 isolate 11RU9834 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;7;DQ823365;HIV-1 strain 01UAOD10 from Ukraine, partial genome
17_plasma_Chelyabinsk;8;MG799048;HIV-1 isolate KYR_Osh83 from Kyrgyzstan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;9;DQ823359;HIV-1 strain 01UAPol293 from Ukraine, partial genome
17_plasma_Chelyabinsk;10;JX290238;HIV-1 isolate 10RU90m from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;11;JX290230;HIV-1 isolate 10RU16m from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;12;AY829212;"HIV-1 isolate 02UZ0672 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;13;AY829211;"HIV-1 isolate 02UZ0667 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), and vpu protein (vpu) genes, complete cds"
17_plasma_Chelyabinsk;14;AY829206;"HIV-1 isolate 02UZ698 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;15;AY829203;"HIV-1 isolate 02UZ652 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;16;KX574402;HIV-1 isolate Kemerovo40 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;17;KF374884;HIV-1 isolate 12RU055c from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;18;MN703139;HIV-1 isolate DEMA616RU026, complete genome
17_plasma_Chelyabinsk;19;MH330352;HIV-1 isolate BLG041 from Russia, complete genome
17_plasma_Chelyabinsk;20;KY238331;HIV-1 isolate MSK_SK_009_PRRT from Russia pol protein (pol) and gag protein (gag) genes, partial cds
17_plasma_Chelyabinsk;21;KU749403;HIV-1 isolate DEMA112UA024 from Ukraine, partial genome
17_plasma_Chelyabinsk;22;OP899439;HIV-1 isolate Y29-Odesa_2020 from Ukraine pol protein (pol) and gag protein (gag) genes, partial cds
17_plasma_Chelyabinsk;23;KF374925;HIV-1 isolate 12RU45p from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;24;HF679239;HIV-1 M:A1 Mn7A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
17_plasma_Chelyabinsk;25;JX290213;HIV-1 isolate 10RU6389 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;26;HE657459;HIV-1 M:A Mn-11-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;27;JQ292898;"HIV-1 isolate RU_915_1038 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;28;DQ823360;HIV-1 strain 01UAPol303 from Ukraine, partial genome
17_plasma_Chelyabinsk;29;AY829208;"HIV-1 isolate 02UZ740 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;30;AY829205;"HIV-1 isolate 02UZ694 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;31;JF683763;HIV-1 isolate CY213 from Cyprus, partial genome
17_plasma_Chelyabinsk;32;HF679243;HIV-1 M:A1 Mn-25A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
17_plasma_Chelyabinsk;33;HE657538;HIV-1 M:A Gr-15-A partial gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;34;HE657482;HIV-1 M:A Gr-5-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;35;AY500393;HIV-1 isolate 03RU20-06-13 from Russia, complete genome
17_plasma_Chelyabinsk;36;MH330353;HIV-1 isolate BLG043 from Russia, complete genome
17_plasma_Chelyabinsk;37;MH543067;HIV-1 isolate 147_TAJ from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;38;MH543043;HIV-1 isolate 93_TAJ from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;39;KY238350;HIV-1 isolate PRM_068_PRRT from Russia pol protein (pol) and gag protein (gag) genes, partial cds
17_plasma_Chelyabinsk;40;JX290221;HIV-1 isolate 10RU6753 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;41;JF683780;HIV-1 isolate CY231 from Cyprus, partial genome
17_plasma_Chelyabinsk;42;EF589043;"HIV-1 isolate 02KZPAV300480 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;43;DQ823367;HIV-1 strain 01UAOD89 from Ukraine, partial genome
17_plasma_Chelyabinsk;44;DQ823356;HIV-1 strain 01UAPol294 from Ukraine, partial genome
17_plasma_Chelyabinsk;45;AY829209;"HIV-1 isolate 02UZ0659 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;46;MK294981;HIV-1 isolate HIV33_VNov2015 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;47;MG211635;HIV-1 isolate 15Tomsk42 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;48;KY238344;HIV-1 isolate PRM_049_PRRT from Russia pol protein (pol) and gag protein (gag) genes, partial cds
17_plasma_Chelyabinsk;49;HE657522;HIV-1 M:A MnObl-25-A partial gag-po gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;50;MH330349;HIV-1 isolate BLG033 from Russia, complete genome
17_plasma_Chelyabinsk;51;MG799023;HIV-1 isolate KYR_Osh05 from Kyrgyzstan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;52;KF374886;HIV-1 isolate 12RU137c from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;53;MT369966;HIV-1 isolate RU_ERS_1051_2016 from Russia, complete genome
17_plasma_Chelyabinsk;54;HE657493;HIV-1 M:A Mg-1-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;55;HE657480;HIV-1 M:A Gr-2-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;56;MG211631;HIV-1 isolate 14Tomsk45 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;57;KF374857;HIV-1 isolate 11RU9755 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;58;HE657486;HIV-1 M:A Gr-11-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;59;MK002549;HIV-1 isolate 127_Krasnoyarsk from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;60;JX290236;HIV-1 isolate 10RU73m from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;61;MN317577;HIV-1 isolate HIV1_Arch98_2018 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;62;MH330346;HIV-1 isolate ARH068 from Russia, complete genome
17_plasma_Chelyabinsk;63;MH543105;HIV-1 isolate 277_TAJ from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;64;MH543049;HIV-1 isolate 107_TAJ from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;65;KY238337;HIV-1 isolate PRM_045_PRRT from Russia pol protein (pol) and gag protein (gag) genes, partial cds
17_plasma_Chelyabinsk;66;KY235847;HIV-1 isolate 13UZ42 from Uzbekistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;67;OP899432;HIV-1 isolate Y6-Odesa_2020 from Ukraine pol protein (pol) and gag protein (gag) genes, partial cds
17_plasma_Chelyabinsk;68;OP899428;HIV-1 isolate K77-Odesa_2020 from Ukraine pol protein (pol) and gag protein (gag) genes, partial cds
17_plasma_Chelyabinsk;69;KF374918;HIV-1 isolate 12RU7000 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;70;HF679217;HIV-1 M:A1 MnObl-45A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
17_plasma_Chelyabinsk;71;EF589044;"HIV-1 isolate 02KZPAV300502 from Kazakhstan nonfunctional gag protein (gag) gene, partial sequence; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
17_plasma_Chelyabinsk;72;DQ167216;"HIV-1 isolate EST2002-394 from Estonia truncated gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), aberrant vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds"
17_plasma_Chelyabinsk;73;DQ823361;HIV-1 strain 01UAKV254 from Ukraine, partial genome
17_plasma_Chelyabinsk;74;MK245670;HIV-1 isolate 364_TAJ from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;75;MH543093;HIV-1 isolate 228_TAJ from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;76;MG799049;HIV-1 isolate KYR_Osh84 from Kyrgyzstan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;77;MG211645;HIV-1 isolate 16Tomsk2953 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;78;MZ427755;HIV-1 isolate RU_ERS_3013_2015 from Russia, complete genome
17_plasma_Chelyabinsk;79;KF374867;HIV-1 isolate 11RU10520 from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;80;HE657495;HIV-1 M:A Mg-6-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;81;HE657481;HIV-1 M:A Gr-4-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;82;HE657479;HIV-1 M:A Gr-13-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;83;HF679267;HIV-1 M:A1 Gr-17A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
17_plasma_Chelyabinsk;84;MH543087;HIV-1 isolate 220_TAJ from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;85;MG799053;HIV-1 isolate KYR_Osh103 from Kyrgyzstan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;86;MK245706;HIV-1 isolate 462_TAJ from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;87;MG799030;HIV-1 isolate KYR_Osh37 from Kyrgyzstan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;88;KM190981;HIV-1 strain Mg-16 from Belarus pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;89;HE657478;HIV-1 M:A Gr-1-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;90;HE657512;HIV-1 M:A MnObl-22-A partia gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;91;HE657477;HIV-1 M:A Gr-14-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;92;MH543074;HIV-1 isolate 175_TAJ from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;93;OL505515;HIV-1 isolate 2017_118_LO from Russia pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;94;MH330368;HIV-1 isolate IRK042 from Russia, complete genome
17_plasma_Chelyabinsk;95;HE657518;HIV-1 M:A MnObl-32-A partial ag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
17_plasma_Chelyabinsk;96;MK245531;HIV-1 isolate 171_TAJ_Khujand from Tajikistan pol protein (pol) gene, partial cds
17_plasma_Chelyabinsk;97;MZ427762;HIV-1 isolate RU_ERS_3125_2017 from Russia, complete genome
17_plasma_Chelyabinsk;98;HF679220;HIV-1 M:A1 MnObl-36A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
17_plasma_Chelyabinsk;99;MZ427757;HIV-1 isolate RU_ERS_3067_2017 from Russia, complete genome
