input_seq_id;hit_num;accession_id;definition
100_liquor_Chelyabinsk;72;KC254601;HIV-1 isolate BLG037 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;73;MK931573;HIV-1 isolate RU_ERS_0319_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;74;MK589584;HIV-1 isolate KRS5415 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;75;KR233404;HIV-1 isolate SRT042 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;76;OP330431;HIV-1 isolate RES_1302 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;77;OM050057;HIV-1 isolate 45-261 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;78;KY235853;HIV-1 isolate 15UZ14 from Uzbekistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;79;KR233390;HIV-1 isolate VLD013 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;80;MK931471;HIV-1 isolate RU_ERS_0386_2014 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;81;MH330362;HIV-1 isolate IRK029 from Russia, complete genome
100_liquor_Chelyabinsk;82;KM190962;HIV-1 strain MnObl-81 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;83;HE657493;HIV-1 M:A Mg-1-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;84;MK931911;HIV-1 isolate RU_ERS_1917_2009 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;85;MK931758;HIV-1 isolate RU_ERS_0931_2015 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;86;MK589597;HIV-1 isolate KRS5723 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;87;MK589556;HIV-1 isolate KRS4967 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;88;MK931804;HIV-1 isolate RU_ERS_1459_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;89;MK029262;HIV-1 isolate 18912 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;90;KC509842;HIV-1 isolate RU_KHB013 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;91;MK589646;HIV-1 isolate KRS6183 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;92;MH330358;HIV-1 isolate IRK014 from Russia, complete genome
100_liquor_Chelyabinsk;93;KJ499587;HIV-1 isolate RU_KZN046 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;94;KC509829;HIV-1 isolate RU_IRK007 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;95;KC509795;HIV-1 isolate RU_IRK079 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;96;MK589604;HIV-1 isolate KRS5731 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;97;OM856397;HIV-1 isolate Oryol.1299 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;98;MK931623;HIV-1 isolate RU_ERS_0420_2014 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;99;MK931613;HIV-1 isolate RU_ERS_0408_2014 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;100;KC254620;HIV-1 isolate IRK040 from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;1;MH330346;HIV-1 isolate ARH068 from Russia, complete genome
101_liquor_Chelyabinsk;2;EF589041;"HIV-1 isolate 02KZYUZ300425 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;3;AY829212;"HIV-1 isolate 02UZ0672 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;4;AY829208;"HIV-1 isolate 02UZ740 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;5;AY829203;"HIV-1 isolate 02UZ652 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;6;MH330373;HIV-1 isolate MRK063 from Russia, complete genome
101_liquor_Chelyabinsk;7;EF589040;"HIV-1 isolate 02KZYUZ300413 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;8;EF589039;"HIV-1 isolate 02KZPAV300497 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;9;AY829211;"HIV-1 isolate 02UZ0667 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), and vpu protein (vpu) genes, complete cds"
101_liquor_Chelyabinsk;10;AY829206;"HIV-1 isolate 02UZ698 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;11;MH330352;HIV-1 isolate BLG041 from Russia, complete genome
101_liquor_Chelyabinsk;12;JQ292898;"HIV-1 isolate RU_915_1038 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;13;AY829209;"HIV-1 isolate 02UZ0659 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;14;AY829205;"HIV-1 isolate 02UZ694 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;15;MN317577;HIV-1 isolate HIV1_Arch98_2018 from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;16;EF122560;HIV-1 isolate 04CNLN69 from China gag protein (gag) and pol protein (pol) genes, partial cds
101_liquor_Chelyabinsk;17;MH330349;HIV-1 isolate BLG033 from Russia, complete genome
101_liquor_Chelyabinsk;18;DQ823361;HIV-1 strain 01UAKV254 from Ukraine, partial genome
101_liquor_Chelyabinsk;19;MH330356;HIV-1 isolate BLG051 from Russia, complete genome
101_liquor_Chelyabinsk;20;MH330353;HIV-1 isolate BLG043 from Russia, complete genome
101_liquor_Chelyabinsk;21;MG902951;HIV-1 isolate ARH011 from Russia, complete genome
101_liquor_Chelyabinsk;22;EF589044;"HIV-1 isolate 02KZPAV300502 from Kazakhstan nonfunctional gag protein (gag) gene, partial sequence; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;23;DQ823365;HIV-1 strain 01UAOD10 from Ukraine, partial genome
101_liquor_Chelyabinsk;24;AY500393;HIV-1 isolate 03RU20-06-13 from Russia, complete genome
101_liquor_Chelyabinsk;25;MH330348;HIV-1 isolate BLG032 from Russia, complete genome
101_liquor_Chelyabinsk;26;JQ292893;"HIV-1 isolate RUA001 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;27;EF589043;"HIV-1 isolate 02KZPAV300480 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;28;MH330358;HIV-1 isolate IRK014 from Russia, complete genome
101_liquor_Chelyabinsk;29;DQ823359;HIV-1 strain 01UAPol293 from Ukraine, partial genome
101_liquor_Chelyabinsk;30;MN703139;HIV-1 isolate DEMA616RU026, complete genome
101_liquor_Chelyabinsk;31;JQ292892;"HIV-1 isolate RU01029 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;32;DQ823360;HIV-1 strain 01UAPol303 from Ukraine, partial genome
101_liquor_Chelyabinsk;33;MK510070;HIV-1 isolate HIV1_Arch48_2018 from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;34;JX290235;HIV-1 isolate 10RU72m from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;35;MH330354;HIV-1 isolate BLG044 from Russia, complete genome
101_liquor_Chelyabinsk;36;JQ292899;"HIV-1 isolate RU_915_1041 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;37;JQ292891;"HIV-1 isolate Irkutsk_5 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nonfunctional nef protein (nef) gene, complete sequence"
101_liquor_Chelyabinsk;38;DQ823367;HIV-1 strain 01UAOD89 from Ukraine, partial genome
101_liquor_Chelyabinsk;39;MK510073;HIV-1 isolate HIV1_Arch51_2018 from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;40;OL505515;HIV-1 isolate 2017_118_LO from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;41;MT369963;HIV-1 isolate RU_ERS_1044_2016 from Russia, complete genome
101_liquor_Chelyabinsk;42;JQ292895;"HIV-1 isolate RU_560_1125_JA from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;43;DQ167216;"HIV-1 isolate EST2002-394 from Estonia truncated gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), aberrant vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds"
101_liquor_Chelyabinsk;44;DQ823356;HIV-1 strain 01UAPol294 from Ukraine, partial genome
101_liquor_Chelyabinsk;45;MH330368;HIV-1 isolate IRK042 from Russia, complete genome
101_liquor_Chelyabinsk;46;MT369984;HIV-1 isolate RU_ERS_1104_2016 from Russia, complete genome
101_liquor_Chelyabinsk;47;MT369952;HIV-1 isolate RU_ERS_1033_2016 from Russia, complete genome
101_liquor_Chelyabinsk;48;KY235849;HIV-1 isolate 13UZ56 from Uzbekistan pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;49;MT334931;HIV-1 isolate RU_ERS_1028_2016 from Russia, complete genome
101_liquor_Chelyabinsk;50;KU749400;HIV-1 isolate DEMA111UA008 from Ukraine, partial genome
101_liquor_Chelyabinsk;51;KY238327;"HIV-1 isolate MSK_SK_006-2 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;52;KY238326;"HIV-1 isolate MSK_SK_006-1 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;53;JF683763;HIV-1 isolate CY213 from Cyprus, partial genome
101_liquor_Chelyabinsk;54;MH330351;HIV-1 isolate BLG038 from Russia, complete genome
101_liquor_Chelyabinsk;55;MH330347;HIV-1 isolate BLG015 from Russia, complete genome
101_liquor_Chelyabinsk;56;MG763750;HIV-1 isolate 15RU83fKR from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;57;MF109619;HIV-1 isolate 14727_1_57.4 from United Kingdom, partial sequence
101_liquor_Chelyabinsk;58;KM190962;HIV-1 strain MnObl-81 from Belarus pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;59;HE657482;HIV-1 M:A Gr-5-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
101_liquor_Chelyabinsk;60;JQ292897;"HIV-1 isolate RU_915_1035 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;61;DQ823358;HIV-1 strain 01UADN121 from Ukraine, partial genome
101_liquor_Chelyabinsk;62;DQ207944;"HIV-1 isolate 99GEMZ011 from Georgia gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;63;AY829210;"HIV-1 isolate 02UZ0663 from Uzbekistan gag protein (gag) and truncated pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;64;MT369995;HIV-1 isolate RU_ERS_1120_2016 from Russia, complete genome
101_liquor_Chelyabinsk;65;HE657510;HIV-1 M:A MnObl-09-A partal gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
101_liquor_Chelyabinsk;66;MH330362;HIV-1 isolate IRK029 from Russia, complete genome
101_liquor_Chelyabinsk;67;JX290219;HIV-1 isolate 10RU6602 from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;68;JF683780;HIV-1 isolate CY231 from Cyprus, partial genome
101_liquor_Chelyabinsk;69;FJ388950;"HIV-1 isolate CY171 from Cyprus gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif) and vpr protein (vpr) genes, complete cds; nonfunctional tat protein (tat) gene, complete sequence; rev protein (rev) and vpu protein (vpu) genes, complete cds; nonfunctional envelope glycoprotein (env) gene, complete sequence; and nef protein (nef) gene, partial cds"
101_liquor_Chelyabinsk;70;EF589042;"HIV-1 isolate 02KZKAR300435 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
101_liquor_Chelyabinsk;71;KY235847;HIV-1 isolate 13UZ42 from Uzbekistan pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;72;MH543108;HIV-1 isolate 294_TAJ from Tajikistan pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;73;OL505526;HIV-1 isolate 2018_15_LO from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;74;MZ427747;HIV-1 isolate RU_ERS_234_2012 from Russia, complete genome
101_liquor_Chelyabinsk;75;MT369982;HIV-1 isolate RU_ERS_1102_2016 from Russia, complete genome
101_liquor_Chelyabinsk;76;DQ823357;HIV-1 strain 01UADN139 from Ukraine, partial genome
101_liquor_Chelyabinsk;77;OL505522;HIV-1 isolate 2018_9_LO from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;78;OL505508;HIV-1 isolate 2017_97_LO from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;79;HE657493;HIV-1 M:A Mg-1-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
101_liquor_Chelyabinsk;80;HE657486;HIV-1 M:A Gr-11-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
101_liquor_Chelyabinsk;81;MH330370;HIV-1 isolate MRK030 from Russia, complete genome
101_liquor_Chelyabinsk;82;HE657525;HIV-1 M:A MnObl-24-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
101_liquor_Chelyabinsk;83;HE657487;HIV-1 M:A Gr-10-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
101_liquor_Chelyabinsk;84;MN703137;HIV-1 isolate DEMA614RU025 from Russia, complete genome
101_liquor_Chelyabinsk;85;MH330372;HIV-1 isolate MRK056 from Russia, complete genome
101_liquor_Chelyabinsk;86;HF679217;HIV-1 M:A1 MnObl-45A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
101_liquor_Chelyabinsk;87;MH330359;HIV-1 isolate IRK025 from Russia, complete genome
101_liquor_Chelyabinsk;88;OL505529;HIV-1 isolate 2018_19_LO from Russia pol protein (pol) gene, partial cds
101_liquor_Chelyabinsk;89;HE657481;HIV-1 M:A Gr-4-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
