input_seq_id;hit_num;accession_id;definition
100_liquor_Chelyabinsk;47;HE657486;HIV-1 M:A Gr-11-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;48;DQ823360;HIV-1 strain 01UAPol303 from Ukraine, partial genome
100_liquor_Chelyabinsk;49;DQ823357;HIV-1 strain 01UADN139 from Ukraine, partial genome
100_liquor_Chelyabinsk;50;MH330368;HIV-1 isolate IRK042 from Russia, complete genome
100_liquor_Chelyabinsk;51;KM190960;HIV-1 strain MnObl-78 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;52;MH330362;HIV-1 isolate IRK029 from Russia, complete genome
100_liquor_Chelyabinsk;53;KY238318;HIV-1 isolate MSK_SK_001_PRRT from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;54;HE657538;HIV-1 M:A Gr-15-A partial gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;55;KY238327;"HIV-1 isolate MSK_SK_006-2 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;56;KY238326;"HIV-1 isolate MSK_SK_006-1 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;57;HF679236;HIV-1 M:A1 Mn17A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
100_liquor_Chelyabinsk;58;EF589042;"HIV-1 isolate 02KZKAR300435 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;59;DQ823367;HIV-1 strain 01UAOD89 from Ukraine, partial genome
100_liquor_Chelyabinsk;60;DQ823356;HIV-1 strain 01UAPol294 from Ukraine, partial genome
100_liquor_Chelyabinsk;61;MK245693;HIV-1 isolate 442_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;62;MK245670;HIV-1 isolate 364_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;63;JX290221;HIV-1 isolate 10RU6753 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;64;JX290218;HIV-1 isolate 10RU6587 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;65;MG799048;HIV-1 isolate KYR_Osh83 from Kyrgyzstan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;66;KF374857;HIV-1 isolate 11RU9755 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;67;MN703139;HIV-1 isolate DEMA616RU026, complete genome
100_liquor_Chelyabinsk;68;KM190965;HIV-1 strain MnObl-85 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;69;KF374925;HIV-1 isolate 12RU45p from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;70;KF374887;HIV-1 isolate 12RU138c from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;71;MT369972;HIV-1 isolate RU_ERS_1091_2016 from Russia, complete genome
100_liquor_Chelyabinsk;72;JQ292895;"HIV-1 isolate RU_560_1125_JA from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;73;JF683763;HIV-1 isolate CY213 from Cyprus, partial genome
100_liquor_Chelyabinsk;74;KY235854;HIV-1 isolate 15UZ16 from Uzbekistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;75;KY235849;HIV-1 isolate 13UZ56 from Uzbekistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;76;HE657510;HIV-1 M:A MnObl-09-A partal gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;77;HE657481;HIV-1 M:A Gr-4-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;78;MK510024;HIV-1 isolate HIV1_Arch17_2015 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;79;KY238331;HIV-1 isolate MSK_SK_009_PRRT from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;80;KF374881;HIV-1 isolate 12RU022c from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;81;HE657474;HIV-1 M:A Br-9-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;82;HE657460;HIV-1 M:A Mn-1-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;83;HE657459;HIV-1 M:A Mn-11-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;84;MH330347;HIV-1 isolate BLG015 from Russia, complete genome
100_liquor_Chelyabinsk;85;MH330346;HIV-1 isolate ARH068 from Russia, complete genome
100_liquor_Chelyabinsk;86;MH543067;HIV-1 isolate 147_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;87;KM190962;HIV-1 strain MnObl-81 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;88;KF374870;HIV-1 isolate 11RU11908 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;89;JX290213;HIV-1 isolate 10RU6389 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;90;MH543108;HIV-1 isolate 294_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;91;MT369974;HIV-1 isolate RU_ERS_1093_2016 from Russia, complete genome
100_liquor_Chelyabinsk;92;KF374883;HIV-1 isolate 12RU041c from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;93;HF679243;HIV-1 M:A1 Mn-25A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
100_liquor_Chelyabinsk;94;HF679209;HIV-1 M:A1 MnObl-66A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
100_liquor_Chelyabinsk;95;JX290220;HIV-1 isolate 10RU6617 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;96;MH330351;HIV-1 isolate BLG038 from Russia, complete genome
100_liquor_Chelyabinsk;97;MH330338;HIV-1 isolate ARH029 from Russia, complete genome
100_liquor_Chelyabinsk;98;MG211631;HIV-1 isolate 14Tomsk45 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;99;MG902951;HIV-1 isolate ARH011 from Russia, complete genome
100_liquor_Chelyabinsk;100;KY235847;HIV-1 isolate 13UZ42 from Uzbekistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;101;KM190979;HIV-1 strain Mg-14 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;102;KF374860;HIV-1 isolate 11RU9841 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;103;JX290238;HIV-1 isolate 10RU90m from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;104;JF683780;HIV-1 isolate CY231 from Cyprus, partial genome
100_liquor_Chelyabinsk;105;AY829210;"HIV-1 isolate 02UZ0663 from Uzbekistan gag protein (gag) and truncated pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;106;MK245663;HIV-1 isolate 348_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;107;KM190961;HIV-1 strain MnObl-79 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;108;JX290236;HIV-1 isolate 10RU73m from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;109;JX290233;HIV-1 isolate 10RU58m from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;110;JX290210;HIV-1 isolate 10RU6097 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;111;HE657463;HIV-1 M:A Mn-2-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;112;JQ292898;"HIV-1 isolate RU_915_1038 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;113;MK002497;HIV-1 isolate 24_Krasnoyarsk from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;114;MH543049;HIV-1 isolate 107_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;115;HF679222;HIV-1 M:A1 MnoBl-60A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
100_liquor_Chelyabinsk;116;HE657487;HIV-1 M:A Gr-10-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;117;MH543104;HIV-1 isolate 274_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;118;MG211630;HIV-1 isolate 14Tomsk33 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;119;KY238328;"HIV-1 isolate MSK_SK_007_U5-vpu from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif) and vpr protein (vpr) genes, complete cds; tat protein (tat) and rev protein (rev) genes, partial cds; vpu protein (vpu) gene, complete cds; and envelope glycoprotein (env) gene, partial cds"
100_liquor_Chelyabinsk;120;KY235843;HIV-1 isolate 13UZ20 from Uzbekistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;121;MZ427755;HIV-1 isolate RU_ERS_3013_2015 from Russia, complete genome
100_liquor_Chelyabinsk;122;KF374872;HIV-1 isolate 11RU11975 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;123;JX500696;HIV-1 isolate 10RU6617 from Russia, partial genome
100_liquor_Chelyabinsk;124;HE657479;HIV-1 M:A Gr-13-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;125;DQ823358;HIV-1 strain 01UADN121 from Ukraine, partial genome
100_liquor_Chelyabinsk;126;MH543111;HIV-1 isolate 318_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;127;KX640139;HIV-1 isolate Tyumen27 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;128;HE657484;HIV-1 M:A Gr-12-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;129;HE657480;HIV-1 M:A Gr-2-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;130;HE657467;HIV-1 M:A Br-3-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;131;DQ207944;"HIV-1 isolate 99GEMZ011 from Georgia gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;132;MT222948;HIV-1 isolate DEMA614RU024 from Russia, complete genome
100_liquor_Chelyabinsk;133;MH330359;HIV-1 isolate IRK025 from Russia, complete genome
100_liquor_Chelyabinsk;134;MG211639;HIV-1 isolate 16Tomsk2277 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;135;KF374927;HIV-1 isolate 12RU47p from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;136;HE657438;HIV-1 M:A Gom-14-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;137;MK510023;HIV-1 isolate HIV1_Arch41_2014 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;138;MH330348;HIV-1 isolate BLG032 from Russia, complete genome
100_liquor_Chelyabinsk;139;MH543087;HIV-1 isolate 220_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;140;KU749399;HIV-1 isolate DEMA111UA002 from Ukraine, partial genome
100_liquor_Chelyabinsk;141;KF374916;HIV-1 isolate 12RU6983 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;142;KF374893;HIV-1 isolate 12RU189c from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;143;JX500695;HIV-1 isolate 10RU6792 from Russia, partial genome
100_liquor_Chelyabinsk;144;HE657451;HIV-1 M:A Gom-4-A partial gag-pol gene for polyprotein, protease and reverse trancriptase region, genomic RNA
100_liquor_Chelyabinsk;145;MN703137;HIV-1 isolate DEMA614RU025 from Russia, complete genome
100_liquor_Chelyabinsk;146;MK510037;HIV-1 isolate HIV1_Arch133_2016 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;147;MZ427757;HIV-1 isolate RU_ERS_3067_2017 from Russia, complete genome
100_liquor_Chelyabinsk;148;HF679225;HIV-1 M:A1 MnObl-38A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
100_liquor_Chelyabinsk;149;MT369966;HIV-1 isolate RU_ERS_1051_2016 from Russia, complete genome
100_liquor_Chelyabinsk;150;MK245706;HIV-1 isolate 462_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;151;MH543056;HIV-1 isolate 124_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;152;KX640171;HIV-1 isolate Tyumen63 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;153;KM190959;HIV-1 strain MnObl-77 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;154;HE657482;HIV-1 M:A Gr-5-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;155;JQ292894;"HIV-1 isolate RUA007 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;156;MK510043;HIV-1 isolate HIV1_Arch64_2017 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;157;KX640127;HIV-1 isolate Tyumen12 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;158;KX640120;HIV-1 isolate Tyumen04 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;159;KM190964;HIV-1 strain MnObl-84 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;160;KF374911;HIV-1 isolate 12RU603n from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;161;KF374890;HIV-1 isolate 12RU157c from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;162;KF374869;HIV-1 isolate 11RU10532 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;163;JX290223;HIV-1 isolate 10RU6792 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;164;JX290214;HIV-1 isolate 10RU6401 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;165;MT334924;HIV-1 isolate RU_ERS_1016_2016 from Russia, complete genome
100_liquor_Chelyabinsk;166;HE657511;HIV-1 M:A MnObl-20-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;167;HE657468;HIV-1 M:A Br-5-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;168;JQ292899;"HIV-1 isolate RU_915_1041 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;169;FR686903;HIV-1 M:A partial gene for polyprotein, genomic RNA >gi|374532073|emb|HE657524.1| HIV-1 M:A MnObl-29-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;170;AF413987;HIV-1 isolate 98UA0116 from Ukraine, complete genome
100_liquor_Chelyabinsk;171;MH330358;HIV-1 isolate IRK014 from Russia, complete genome
100_liquor_Chelyabinsk;172;KF374923;HIV-1 isolate 12RU37p from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;173;HE657518;HIV-1 M:A MnObl-32-A partial ag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;174;HE657478;HIV-1 M:A Gr-1-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;175;HE657472;HIV-1 M:A Br-6-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;176;MK510078;HIV-1 isolate HIV1_Arch58_2017 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;177;MK510054;HIV-1 isolate HIV1_Arch98_2017 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;178;MK510016;HIV-1 isolate HIV1_Arch4_2014 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;179;KY235852;HIV-1 isolate 13UZ68 from Uzbekistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;180;KX640132;HIV-1 isolate Tyumen17 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;181;OL505515;HIV-1 isolate 2017_118_LO from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;182;KF374867;HIV-1 isolate 11RU10520 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;183;MW229170;HIV-1 isolate 65_KRS_08.19 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;184;JX290215;HIV-1 isolate 10RU6405 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;185;HE657494;HIV-1 M:A Mg-7-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;186;MK245671;HIV-1 isolate 380_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;187;MG799028;HIV-1 isolate KYR_Osh32 from Kyrgyzstan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;188;KX640144;HIV-1 isolate Tyumen32 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;189;KF374926;HIV-1 isolate 12RU46p from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;190;KF374912;HIV-1 isolate 12RU605n from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;191;KF374851;HIV-1 isolate 11RU9494 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;192;HF679239;HIV-1 M:A1 Mn7A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
