input_seq_id;hit_num;accession_id;definition
11_plasma_Chelyabinsk;45;EF589041;"HIV-1 isolate 02KZYUZ300425 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
11_plasma_Chelyabinsk;46;AY589896;HIV-1 isolate 02ZA.DR41 from South Africa pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;47;HG421645;HIV-1 M:CRF08_BC partial gene for gag-pol polyprotein, protease and reverse transcriptase region, isolate YN482
11_plasma_Chelyabinsk;48;EF449880;HIV-1 isolate 5192708 from Switzerland pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;49;MH623917;Human immunodeficiency virus isolate TH-PDR-3-023 pol protein-like (pol) gene, partial sequence
11_plasma_Chelyabinsk;50;KX692210;HIV-1 isolate CH45 from Switzerland pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;51;KF374887;HIV-1 isolate 12RU138c from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;52;HQ161925;HIV-1 isolate SML087 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;53;HQ161911;HIV-1 isolate VLD044 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;54;EU345766;HIV-1 isolate RU01064 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;55;MH666401;HIV-1 isolate MOW111140 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;56;MH330353;HIV-1 isolate BLG043 from Russia, complete genome
11_plasma_Chelyabinsk;57;MH330349;HIV-1 isolate BLG033 from Russia, complete genome
11_plasma_Chelyabinsk;58;KX692158;HIV-1 isolate CH32 from Switzerland pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;59;KR233356;HIV-1 isolate VLD121 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;60;KM247300;HIV-1 isolate RU_IRK_556_1999 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;61;KM247292;HIV-1 isolate RU_IRK_548_1999 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;62;KJ499572;HIV-1 isolate RU_KZN030 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;63;MK931815;HIV-1 isolate RU_ERS_1472_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;64;KJ722094;HIV-1 isolate RU_NNG549 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;65;KF374867;HIV-1 isolate 11RU10520 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;66;EF583222;HIV-1 isolate 04SP596775 from Spain pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;67;MK931837;HIV-1 isolate RU_ERS_1612_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;68;KJ771750;Human immunodeficiency virus isolate 12-01789 pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;69;KF177163;HIV-1 isolate RU_KHB060 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;70;KC509841;HIV-1 isolate RU_KHB011 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;71;EU345771;HIV-1 isolate RU01071 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;72;EU345678;HIV-1 isolate IR67B from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;73;MK245706;HIV-1 isolate 462_TAJ from Tajikistan pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;74;KR233360;HIV-1 isolate VLD146 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;75;KJ722101;HIV-1 isolate RU_NNG556 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;76;HE657456;HIV-1 M:A Mn-12-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
11_plasma_Chelyabinsk;77;MK589635;HIV-1 isolate KRS6172 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;78;MH623576;Human immunodeficiency virus isolate ML-PDR-2-062 pol protein-like (pol) gene, partial sequence
11_plasma_Chelyabinsk;79;MH623516;Human immunodeficiency virus isolate ML-PDR-1-031 pol protein-like (pol) gene, partial sequence
11_plasma_Chelyabinsk;80;KC665922;HIV-1 isolate RU_KHB057 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;81;GQ867608;HIV-1 isolate Dag21 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;82;MK589634;HIV-1 isolate KRS6171 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;83;MH666538;HIV-1 isolate MOW140948 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;84;KP090078;HIV-1 isolate NNO664/RU from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;85;KJ499587;HIV-1 isolate RU_KZN046 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;86;MH623541;Human immunodeficiency virus isolate ML-PDR-2-025 pol protein-like (pol) gene, partial sequence
11_plasma_Chelyabinsk;87;MK931821;HIV-1 isolate RU_ERS_1587_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;88;MK931804;HIV-1 isolate RU_ERS_1459_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;89;KF177162;HIV-1 isolate RU_KHB048 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;90;HE657486;HIV-1 M:A Gr-11-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
11_plasma_Chelyabinsk;91;MK029262;HIV-1 isolate 18912 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;92;KF374862;HIV-1 isolate 11RU9900 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;93;JX141199;HIV-1 isolate Bash336/RU from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;94;MK589646;HIV-1 isolate KRS6183 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;95;KR233352;HIV-1 isolate VLD114 from Russia pol protein (pol) gene, partial cds
11_plasma_Chelyabinsk;96;MK931813;HIV-1 isolate RU_ERS_1469_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;97;MK931802;HIV-1 isolate RU_ERS_1455_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;98;KX692025;HIV-1 isolate CH20 from Switzerland pol protein (pol) and gag protein (gag) genes, partial cds
11_plasma_Chelyabinsk;99;MH330369;HIV-1 isolate IRK043 from Russia, complete genome
11_plasma_Chelyabinsk;100;MT369961;HIV-1 isolate RU_ERS_1042_2016 from Russia, complete genome
24_plasma_Chelyabinsk;1;GQ400798;HIV-1 isolate okp6kkL1EcaUO2u from Sweden nonfunctional pol protein (pol) gene, partial sequence
24_plasma_Chelyabinsk;2;ON653502;HIV-1 isolate HIV1_2018_102_LO from Russia pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;3;ON367697;HIV-1 isolate HIV1_2017_94_KG from Russia pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;4;KT228699;HIV-1 isolate P109377083 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;5;KC921419;HIV-1 isolate R71131_16JUL2008 from Thailand pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;6;KT228787;HIV-1 isolate P119369694 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;7;MH623497;Human immunodeficiency virus isolate ML-PDR-1-012 pol protein-like (pol) gene, partial sequence
24_plasma_Chelyabinsk;8;MG321789;HIV-1 isolate 2546848P001ProRT_B from Thailand pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;9;ON653575;HIV-1 isolate HIV1_2018_63_VN from Russia pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;10;KT228943;HIV-1 isolate P138277212U from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;11;KT228902;HIV-1 isolate P129402806 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;12;ON653563;HIV-1 isolate HIV1_2017_110_VN from Russia pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;13;KT228551;HIV-1 isolate P091492745 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;14;AY589933;HIV-1 isolate 03ZA.DR94 from South Africa nonfunctional pol protein (pol) gene, partial sequence
24_plasma_Chelyabinsk;15;ON653581;HIV-1 isolate HIV1_2018_23_VN from Russia pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;16;AB894950;Human immunodeficiency virus 1 gene for Gag-Pol polyprotein, partial cds, isolate: 08HT0053PRRT
24_plasma_Chelyabinsk;17;GQ400590;HIV-1 isolate dewOR39Cs8REfz6 from Sweden pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;18;KC921422;HIV-1 isolate R71138_29JUL2008 from Thailand pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;19;KT228421;HIV-1 isolate P070278221 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;20;KT228420;HIV-1 isolate P070278163 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;21;MH623634;Human immunodeficiency virus isolate ML-PDR-2-129 pol protein-like (pol) gene, partial sequence
24_plasma_Chelyabinsk;22;FJ199809;HIV-1 isolate PS402 from South Africa pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;23;KT229308;HIV-1 isolate R050177857 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;24;KT229269;HIV-1 isolate R040314761 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;25;KT228488;HIV-1 isolate P080202152 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;26;KT228346;HIV-1 isolate P060157961 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;27;AY031223;HIV-1 isolate NC4364-1999 from USA pol polyprotein (pol) gene, partial cds
24_plasma_Chelyabinsk;28;KT228433;HIV-1 isolate P070346922 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;29;KT228847;HIV-1 isolate P128328041 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;30;MH623606;Human immunodeficiency virus isolate ML-PDR-2-100 pol protein-like (pol) gene, partial sequence
24_plasma_Chelyabinsk;31;KT228745;HIV-1 isolate P118285629 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;32;KT229162;HIV-1 isolate R00309421M from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;33;KT228899;HIV-1 isolate P129395221 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;34;KT229202;HIV-1 isolate R030214147 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;35;KT229339;HIV-1 isolate R050310946 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;36;KT229336;HIV-1 isolate R050309003 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;37;KT229292;HIV-1 isolate R050102836 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;38;KT229346;HIV-1 isolate R050336872 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;39;KT228672;HIV-1 isolate P108382879 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;40;KT228406;HIV-1 isolate P068152628 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;41;KT228371;HIV-1 isolate P060262292 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;42;KT229355;"HIV-1 isolate R050376853 from Australia pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence"
24_plasma_Chelyabinsk;43;KT229342;HIV-1 isolate R050319104 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;44;KT228385;HIV-1 isolate P060308191 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;45;KT228575;HIV-1 isolate P098261855 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;46;KT228405;HIV-1 isolate P068127879 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;47;KT228618;HIV-1 isolate P099434554 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;48;KT229164;HIV-1 isolate R00316067W from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;49;GQ400778;HIV-1 isolate njeBhgo74B6v4hd from Sweden nonfunctional pol protein (pol) gene, partial sequence
24_plasma_Chelyabinsk;50;KT228358;HIV-1 isolate P060223164 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;51;KT229343;HIV-1 isolate R050324596 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;52;KT228687;HIV-1 isolate P109349596 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;53;KT228338;HIV-1 isolate P060102120 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;54;HE657443;HIV-1 M:A Gom-7-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
24_plasma_Chelyabinsk;55;KT229043;HIV-1 isolate P148346730H from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;56;KT228925;HIV-1 isolate P129460742 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;57;KT228914;HIV-1 isolate P129428599 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;58;KT228855;HIV-1 isolate P129198204 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;59;KT228796;HIV-1 isolate P119388844 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;60;KT228770;HIV-1 isolate P119308707 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;61;DQ823358;HIV-1 strain 01UADN121 from Ukraine, partial genome
24_plasma_Chelyabinsk;62;MK606559;HIV-1 isolate RU_SMF049 from Russia pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;63;KU143051;HIV-1 isolate PMB151_POL_60 from United Kingdom pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;64;KT228994;HIV-1 isolate P139370028P from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;65;KT228971;HIV-1 isolate P139315248H from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;66;KT228748;HIV-1 isolate P118301962 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;67;KT228703;HIV-1 isolate P109385861 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;68;KT228554;HIV-1 isolate P094755826 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;69;KF257871;HIV-1 isolate Orb485 from Russia nonfunctional pol protein (pol) gene, partial sequence
24_plasma_Chelyabinsk;70;KT229194;HIV-1 isolate R030171946 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;71;KT228604;HIV-1 isolate P099404380 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;72;KT229356;HIV-1 isolate R050377374 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;73;KT229288;HIV-1 isolate R040375310 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;74;KT229123;HIV-1 isolate P149645852J from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;75;KT228375;HIV-1 isolate P060284958 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;76;KY370293;HIV-1 isolate 188_Donetsk from Ukraine pol protein (pol) gene, partial cds
24_plasma_Chelyabinsk;77;KT228795;HIV-1 isolate P119388832 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;78;KT228495;HIV-1 isolate P080218644 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;79;KT228393;HIV-1 isolate P060350359 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;80;KT228888;"HIV-1 isolate P129374790 from Australia pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence"
24_plasma_Chelyabinsk;81;KT228799;HIV-1 isolate P119400928 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;82;KT228497;HIV-1 isolate P080224303 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;83;KT228435;HIV-1 isolate P070352586 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;84;AY031823;HIV-1 isolate NC5266-1999 from USA pol polyprotein (pol) gene, partial cds
24_plasma_Chelyabinsk;85;KT229301;HIV-1 isolate R050149825 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;86;KT228969;HIV-1 isolate P139312467B from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;87;KT229328;HIV-1 isolate R050263264 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;88;KT228946;HIV-1 isolate P138319601B from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;89;KT228737;HIV-1 isolate P118208376 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;90;KT229329;HIV-1 isolate R050266179 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;91;KT229327;HIV-1 isolate R050250965 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;92;KT229181;HIV-1 isolate R020383048 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;93;KT228449;HIV-1 isolate P070408823 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;94;KT228337;HIV-1 isolate P060102105 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;95;KT229049;HIV-1 isolate P148422870U from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;96;KT228753;HIV-1 isolate P118383286 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;97;AY031361;HIV-1 isolate NC4522-1999 from USA pol polyprotein (pol) gene, partial cds
24_plasma_Chelyabinsk;98;KT229319;"HIV-1 isolate R050227563 from Australia pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence"
24_plasma_Chelyabinsk;99;KT228675;HIV-1 isolate P109195549 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
24_plasma_Chelyabinsk;100;KT228807;HIV-1 isolate P119427059 from Australia pol protein (pol) and gag protein (gag) genes, partial cds
25_plasma_Chelyabinsk;1;DQ823365;HIV-1 strain 01UAOD10 from Ukraine, partial genome
25_plasma_Chelyabinsk;2;DQ823359;HIV-1 strain 01UAPol293 from Ukraine, partial genome
25_plasma_Chelyabinsk;3;KF374876;HIV-1 isolate 11RU12103 from Russia pol protein (pol) gene, partial cds
25_plasma_Chelyabinsk;4;EF589043;"HIV-1 isolate 02KZPAV300480 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
25_plasma_Chelyabinsk;5;EF589041;"HIV-1 isolate 02KZYUZ300425 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
25_plasma_Chelyabinsk;6;JQ292891;"HIV-1 isolate Irkutsk_5 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nonfunctional nef protein (nef) gene, complete sequence"
25_plasma_Chelyabinsk;7;EF589044;"HIV-1 isolate 02KZPAV300502 from Kazakhstan nonfunctional gag protein (gag) gene, partial sequence; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
25_plasma_Chelyabinsk;8;EF589039;"HIV-1 isolate 02KZPAV300497 from Kazakhstan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
